41.88603,-87.62412,60601
41.94793496,-87.65567382,60613
41.94793496,-87.65567382,60613
41.8369,-87.6844,60608
41.8369,-87.6844,60608
41.8369,-87.6844,60608
41.8369,-87.6844,60608
41.9142,-88.3086,60174
41.8502181,-87.66734437,60608
41.7946097,-87.5810708,60637
41.91996136,-87.68023979,60647
41.9111,-87.6395,60610
41.90895,-87.6747,60622
41.888756,-87.625341,60601
41.90353,-87.6727,60622
41.85826,-87.62377,60616
41.89972222,-87.65,60642
41.88967,-87.62226,60611
41.99055055,-87.67191095,60660
41.99055055,-87.67191095,60660
41.94793496,-87.65567382,60613
41.8369,-87.6844,60608
41.8369,-87.6844,60608
41.94793496,-87.65567382,60613
41.90353,-87.6727,60622
41.87902,-87.62498,60604
41.87752132,-87.73477056,60624
41.8369,-87.6844,60608
41.94,-87.71,60618
41.76953715,-88.36363685,60506
41.91859,-87.63744,60614
41.8369,-87.6844,60608
44.34,-85.58,49618
41.95,-87.68,60618
38.55481,-88.98935,62801
41.8909649,-87.6300275,60654
41.88333333,-87.63333333,60602
41.973457,-87.722097,60625
41.94793496,-87.65567382,60613
41.9432307,-87.6491699,60657
41.90461452,-87.71417289,60651
41.7504,-87.6251,60619
41.8369,-87.6844,60608
41.90336299,-87.67273163,60622
41.857588,-87.6574237,60608
41.7504,-87.6251,60619
41.8369,-87.6844,60608
41.88333333,-87.63333333,60602
41.88575,-87.62949,60601
41.88575,-87.62949,60601
41.88132,-87.62564,60603
41.852653,-87.624387,60616
41.88954,-87.62306,60611
41.764493,-88.212422,60504
42.252057,-83.465236,48111
41.92468748,-87.65622293,60614
41.8369,-87.6844,60608
41.8369,-87.6844,60608
41.94813,-87.74012,60641
41.8857,-87.628,60601
42.3012,-83.664,48105
41.8841301,-87.64076312,60661
41.87896,-87.64763,60661
43.42231,-83.94466,48601
41.8853,-87.6322,60601
41.88983373,-87.63785123,60654
41.8369,-87.6844,60608
41.68179089,-87.53745003,60617
42.0117,-88.4236,60124
41.8369,-87.6844,60608
41.88617831,-87.7174932,60624
41.952964,-87.729263,60641
41.8811951,-87.6744087,60612
41.8369,-87.6844,60608
41.8369,-87.6844,60608
41.8671,-87.6216,60605
41.94813,-87.74012,60641
41.74,-87.56,60617
41.87382,-87.6248,60605
41.8781136,-87.6297982,60604
41.89474,-87.62494,60611
43.58,-84.25,48640
41.7096493,-88.3863399,60543
41.89972222,-87.65,60642
40.4842027,-88.9936873,61701
41.89972222,-87.65,60642
41.88809051,-87.61880561,60601
41.97430226,-87.89714226,60666
41.89972222,-87.65,60642
41.8838099,-87.6302,60602
44.17721794,-85.12670991,49665
41.93851,-87.64398,60657
41.8369,-87.6844,60608
41.85160522,-87.61670405,60616
41.8369,-87.6844,60608
41.968782,-87.64287385,60640
41.8369,-87.6844,60608
41.8369,-87.6844,60608
41.95453985,-87.65257695,60613
41.88333333,-87.63333333,60602
41.8369,-87.6844,60608
43.5137981,-83.9730251,48604
41.99944201,-87.65828167,60626
42.0028,-87.6689,60626
41.88862,-87.63539,60654
40.74015,-89.63404,61615
41.8886,-87.6355,60654
41.87288,-87.62643,60605
41.90899702,-87.67571322,60622
41.79951,-87.58879,60615
41.891,-87.62747167,60654
41.9749613,-87.89119879,60666
41.8784657,-87.6393339,60606
41.92687,-87.64846,60614
41.8369,-87.6844,60608
41.92590656,-87.69147544,60647
41.90246807,-87.62295014,60611
41.96870765,-87.67920069,60625
41.8936044,-87.6356703,60654
41.8839927,-87.6197056,60601
41.79119,-87.59382,60637
40.68798,-89.59122,61602
41.9230598,-87.7092908,60647
41.89972222,-87.65,60642
41.92625098,-87.69315909,60647
41.94797486,-87.65597196,60613
40.4842027,-88.9936873,61701
41.8781136,-87.6297982,60604
41.9013541,-87.631782,60610
41.8733696,-87.650714,60605
41.8781136,-87.6297982,60604
40.477779,-88.9892448,61701
39.1175462,-90.0442728,62685
41.97463,-87.75266,60630
41.8781136,-87.6297982,60604
40.4842027,-88.9936873,61701
41.88061501,-87.63928762,60606
44.34,-85.58,49618
41.8937851,-87.6381085,60654
42.16038,-83.38683,48164
41.8369,-87.6844,60608
41.90524669,-87.66958248,60622
41.91876994,-88.26454879,60174
41.90580724,-87.6689655,60622
41.9998468,-87.6570368,60626
41.89446393,-87.62389004,60611
41.877512,-87.627227,60604
41.8817767,-87.6371461,60606
41.8369,-87.6844,60608
40.6331249,-89.3985283,61550
41.8838099,-87.6302,60602
41.9428902,-87.6704865,60657
43.58,-84.25,48640
40.4777212,-88.9506803,61704
41.8781136,-87.6297982,60604
41.9023507,-87.683302,60622
41.89093,-87.65055,60642
41.95249901,-87.66404862,60613
39.5203188,-89.0489712,62510
40.4842027,-88.9936873,61701
41.8781136,-87.6297982,60604
41.8369,-87.6844,60608
41.8745,-87.6503,60607
41.7856749,-88.3261758,60506
44.77927626,-85.48599243,49690
41.88125,-87.6266799,60603
41.8369,-87.6844,60608
41.8822,-87.62912,60602
41.8369,-87.6844,60608
41.88125,-87.6266799,60603
41.8925085,-87.6161696,60611
41.97454082,-87.89970903,60666
40.6936488,-89.5889864,61603
41.0936481,-89.8648283,61483
42.4021111,-88.356781,60097
41.7856749,-88.3261758,60506
40.6936488,-89.5889864,61603
41.87579825,-87.63171135,60605
41.88125,-87.6266799,60603
41.97463,-87.75257,60630
42.2203171,-83.4838244,48111
41.8369,-87.6844,60608
41.7109,-87.71209,60655
41.97751817,-87.9044652,60666
41.87559281,-87.63276521,60605
41.88835,-87.62881,60654
41.72007,-87.65705,60643
41.8369,-87.6844,60608
41.87559281,-87.63276521,60605
44.34,-85.58,49618
41.89804269,-87.62429237,60611
41.892955,-87.620516,60611
41.79914125,-87.58757022,60615
44.79,-85.63,49684
45.57,-84.8,49769
40.4815483,-88.993927,61701
41.96992,-87.68856,60625
41.8745,-87.6503,60607
42.642234,-83.621348,48357
45.65,-84.53,49721
41.8369,-87.6844,60608
40.4815483,-88.993927,61701
41.87567608,-87.63247572,60605
41.8369,-87.6844,60608
41.94793496,-87.65567382,60613
40.4815483,-88.993927,61701
41.910603,-87.62639,60610
42.590189,-83.575712,48381
41.86434014,-87.70154443,60623
41.8971252,-87.6373444,60610
41.97326422,-87.65958448,60640
41.8757045,-87.63289797,60605
41.84261876,-87.64764759,60608
41.8369,-87.6844,60608
41.8369,-87.6844,60608
42.29520326,-85.70083809,49009
41.8369,-87.6844,60608
42.594,-86.1036,49408
41.7972917,-87.7511594,60638
41.97463,-87.75175,60630
41.8756507,-87.63302843,60605
41.84261876,-87.64764759,60608
40.4815483,-88.993927,61701
41.763114,-87.587098,60619
42.00945,-87.66641,60626
41.8369,-87.6844,60608
41.8369,-87.6844,60608
41.78912092,-87.59571075,60637
